3lqa	7.055617713928223
4v0o	6.941565895080567
2ot8	8.0563889503479
2wpt	8.01895170211792
3wkt	7.343143558502197
2g2w	8.272703075408936
4dn4	11.053741264343262
4yn0	7.283724308013916
3rdz	9.478547477722168
4z9v	6.3039093017578125
4dtg	10.960289001464844
1shz	6.155266571044922
2i26	8.807962036132812
4l0p	8.254895973205567
1w72	7.7268579483032225
5eiv	5.023072624206543
4ozi	4.991973495483398
2m5a	6.742373943328857
4ra0	11.494428443908692
4c7n	8.405382442474366
6phb	9.316652488708495
2omv	8.124576377868653
6m7l	5.466271495819091
4zii	7.501597499847412
5eu6	5.051903247833252
2zxx	8.033795928955078
2x1w	8.401021194458007
3c5t	9.140624618530273
1dp5	9.416897773742676
3dxe	6.723551177978516
6dnq	7.206539630889893
1p22	7.240976333618164
3tl8	5.778881931304932
5nt7	6.101312160491943
3pp4	7.152168560028076
2j1k	9.271176147460938
4o27	7.186766719818115
6er6	8.890154838562012
6phc	9.205878829956054
6phd	9.14704933166504
4wem	6.671803569793701
4b1y	7.04387321472168
5tru	9.286975288391114
2lxm	9.02150363922119
5thp	9.136172676086426
5dmi	9.2903076171875
2wvw	8.79806957244873
4pgj	9.10250301361084
6bit	8.852442359924316
3pnr	8.333471298217773
2y5b	5.7270121574401855
1grn	6.4807744979858395
6a7v	8.847496032714844
3da7	7.7961883544921875
5hgg	9.983638954162597
6bx5	7.866715908050537
4v2c	5.692661952972412
2qna	7.863406085968018
2jby	7.404334449768067
6obn	8.05882978439331
3q9u	8.249196243286132
6umt	8.610336780548096
4ypi	7.784523582458496
5fo8	6.894333171844482
1v18	8.24515151977539
5fw5	7.282355308532715
3p11	10.08914737701416
4aqe	6.325373554229737
4jeh	8.104814338684083
4etw	5.911201000213623
1ffw	6.576321601867676
3kpr	5.776219463348388
6u8c	8.484462356567382
5mr4	7.0207109451293945
2pw8	12.861847686767579
5ij9	5.492957973480225
1syq	8.135853958129882
5e94	9.278251457214356
2y8s	8.41915683746338
1vrk	8.435954189300537
3sjd	7.475194263458252
1akj	4.908418464660644
6mnq	8.940585517883301
5cx3	6.714120292663575
5oaq	6.983660125732422
5uk5	6.708342266082764
3tgk	6.579392910003662
1tdq	8.305075740814209
3he6	7.0159022331237795
5ip4	6.860361576080322
3sri	7.5477879524230955
2gng	6.541207695007325
6ii4	8.695011329650878
5swk	6.556073379516602
5vkl	7.363199234008789
4gms	8.700871849060059
1p6a	7.794935321807861
4ps4	11.376644134521484
5mu3	7.854252719879151
6e62	9.222319984436036
4iw4	8.06496820449829
4doq	7.577331447601319
3k2u	9.45776138305664
4cdk	6.361329364776611
2l14	6.553257751464844
5gzo	9.187621307373046
