1gua	-7.39794000867204
1a22	-9.46852108295774
1xdt	-8.0
1axi	-7.85387196432176
1ldt	-8.74472749489669
1d6r	-9.88605664769316
1dp5	-9.04575749056067
1dpj	-8.52287874528034
1fy8	-5.04575749056067
1j7v	-10.4559319556497
1gl0	-9.09691001300806
1eja	-9.0
1f7z	-4.90657831483777
3tgk	-4.92081875395237
1f5r	-4.18708664335714
1lzw	-6.48148606012211
1l4z	-6.70641648650388
1l4d	-6.70641648650388
1lw6	-11.698970004336
1h59	-7.43179827593301
1op9	-9.15490195998574
1mzw	-5.70553377383841
1m5n	-8.67778070526608
1lp1	-5.69897000433602
1mcv	-7.0087739243075
1ry7	-6.63827216398241
1u0s	-6.63827216398241
1nl0	-8.79588001734407
1vet	-7.89279003035213
1tdq	-7.92081875395237
1syq	-7.83268266525182
1t44	-6.0
1xt9	-6.69897000433602
1usu	-5.48148606012211
1sq0	-7.52287874528034
1p6a	-7.45593195564972
1rkc	-7.4089353929735
1oyh	-7.3767507096021
1rke	-7.30102999566398
1vg0	-8.30102999566398
1p69	-7.11918640771921
1shy	-7.04575749056067
1tm7	-11.4814860601221
1tm1	-11.5228787452803
1tm5	-10.7695510786217
1tm3	-10.7212463990472
1tm4	-9.88605664769316
1to1	-9.33724216831843
1te1	-8.46852108295774
1ta3	-8.04575749056067
1y8n	-5.93181413825384
2c1m	-8.95860731484177
2b0z	-4.0
1z92	-8.0
1y6m	-6.7619538968712
1y6k	-9.0
1yru	-9.0
1ri8	-8.53760200210104
2b12	-4.69897000433602
1t0p	-4.60205999132796
1wrd	-3.38827669199266
1xg2	-8.30102999566398
2a78	-7.22184874961636
1rjc	-10.1135092748275
1wqj	-6.06298389253519
1y3c	-10.602059991328
1y3b	-9.50863830616573
1y1k	-9.52287874528034
1y34	-9.2839966563652
1y3d	-9.2518119729938
1y4a	-8.92081875395237
1y4d	-8.92081875395237
1y33	-8.76955107862173
1y48	-8.76955107862173
1zvy	-10.0
2b7c	-6.39794000867204
2g2u	-5.90308998699194
2hth	-3.97881070093006
1zv5	-8.0
2aq2	-7.95860731484177
1yrt	-9.0
2hd5	-5.55284196865778
2j12	-7.69897000433602
2arp	-6.36653154442041
2g2w	-6.23507701535011
2c7m	-5.19382002601611
2f4m	-7.18708664335714
1zvh	-7.15490195998574
2omy	-6.69897000433602
2qxv	-6.42021640338319
2omu	-9.22184874961636
2omv	-8.92081875395237
2ot3	-5.74472749489669
2omt	-7.0
2qc1	-11.0
2omw	-5.0
2omx	-6.92081875395237
2v8s	-4.65757731917779
2p49	-7.63827216398241
2omz	-6.39794000867204
2ptt	-5.39794000867204
2v3b	-5.30102999566398
2v9t	-8.08618614761628
2uyz	-7.08618614761628
2o8v	-5.95860731484177
2g81	-7.86646109162978
2nqd	-10.4089353929735
2vlp	-12.2652001704112
3ddc	-6.11350927482752
2vlo	-12.0496351456239
2v4z	-5.90308998699194
2vln	-11.7746907182741
2v52	-5.72124639904717
3ch5	-3.92081875395238
2p8q	-7.80687540164554
2z58	-7.79588001734407
3eba	-8.62708799702989
3bn3	-4.69897000433602
2vlq	-10.6420651529995
3cx8	-6.46852108295774
